salary,location,remaining_term,age,interest_rate,marital_status,is_employed,loan_status
7.838779787127705,15,60,43,0.19,2,1,1
8.06543667667576,8,61,44,0.2,2,1,1
7.781375277689808,17,55,48,0.22,2,1,1
8.114399189858847,19,63,52,0.22,2,1,1
7.816854221861557,8,58,48,0.24,2,1,1
8.008782344825716,11,51,48,0.22,3,1,1
7.896936287042044,15,72,45,0.21,2,1,1
8.113917135491484,8,61,42,0.2,2,1,1
7.7330097615729105,16,40,42,0.23,1,0,0
7.811669743545,9,54,50,0.19,3,1,1
7.818183014206955,9,52,40,0.23,1,1,1
7.484194806934204,16,29,41,0.2,2,1,0
8.106643602728068,2,65,38,0.2,1,1,1
8.045418690684373,1,55,45,0.22,2,1,1
7.769056515815544,21,52,48,0.18,3,1,1
7.860799438854118,15,49,48,0.2,3,1,1
7.7975789527343276,9,52,50,0.18,3,1,1
7.976031140713076,8,54,42,0.22,2,1,1
7.760495314940926,17,50,49,0.2,3,1,1
7.6417694266572855,15,37,47,0.21,2,1,1
8.152183719824933,18,51,41,0.2,3,1,1
8.10644607315589,6,55,40,0.2,1,1,1
7.9287748323798395,4,55,39,0.23,1,1,0
7.780004392599665,9,44,41,0.24,1,1,1
7.54046881308854,6,31,44,0.24,1,1,1
7.748150942185775,6,40,44,0.22,2,1,1
8.298098307419385,2,65,42,0.23,1,1,1
7.775765158892376,4,51,40,0.22,1,1,1
8.012579819008913,6,72,47,0.19,3,1,1
7.6571930424048436,19,36,44,0.23,1,1,1
7.827222309474832,8,43,42,0.21,2,1,1
7.915238133517878,3,76,36,0.21,1,1,1
7.933451610678489,17,63,40,0.2,1,1,1
7.433492158039449,8,25,44,0.2,2,1,1
7.754372312446887,1,46,47,0.2,3,1,1
8.144273257663166,15,57,44,0.19,3,1,1
7.817360290309276,19,86,47,0.2,3,1,1
7.837004383615098,21,44,44,0.23,1,1,1
7.7903228624203065,19,45,39,0.21,1,1,1
7.857407397973218,17,59,44,0.22,2,1,1
7.644384789193708,16,34,36,0.19,3,1,1
8.022408304497725,8,62,41,0.2,2,1,1
8.126529168159411,15,58,46,0.23,2,1,1
8.124747143404642,4,68,47,0.22,2,1,1
8.26594337700728,18,59,43,0.24,2,1,1
7.827585865136174,9,53,44,0.21,2,1,1
8.200997590291525,2,57,44,0.22,2,1,1
8.05290424744725,1,50,41,0.26,1,1,1
7.567714495452887,4,44,51,0.19,3,1,1
7.6890642634391195,5,37,46,0.21,2,1,0
7.910618452861723,18,54,49,0.21,3,0,1
8.282940693342386,20,78,40,0.19,2,1,1
7.7146500706584185,4,52,37,0.21,1,1,1
8.01374802787082,2,52,42,0.22,2,1,1
8.203900186527447,8,55,45,0.22,1,1,1
8.087948300241571,3,55,45,0.23,2,1,1
7.913276065159775,2,62,45,0.22,2,1,1
8.092056620901296,8,60,41,0.21,2,1,1
7.9065541824183665,15,53,45,0.21,2,1,1
7.3939027105863255,8,25,49,0.23,2,1,1
8.189691307035362,1,67,44,0.25,1,1,1
8.251894287933032,3,74,37,0.21,1,1,1
7.59985348057172,2,58,41,0.23,2,1,1
7.849014303979919,16,51,35,0.19,1,1,0
8.290018287343777,17,58,37,0.17,3,1,1
7.924485301227386,21,58,40,0.22,2,1,1
7.565960083140304,8,32,41,0.21,2,1,1
8.08218691985337,15,62,51,0.22,2,1,1
7.6471321363018205,9,36,45,0.24,2,1,0
8.025265996947777,18,51,42,0.23,1,1,1
7.74084375654165,19,46,48,0.21,2,1,1
7.648780682719963,19,46,47,0.23,2,1,1
8.007582305306936,2,59,52,0.2,3,1,1
7.575477993928389,16,44,37,0.17,2,1,1
8.014618509076852,3,53,48,0.22,2,0,1
8.196628962000505,9,70,44,0.2,2,1,1
7.545948883096086,9,32,50,0.19,3,1,1
7.732271507599286,6,40,48,0.21,2,1,1
8.423965980210271,17,71,40,0.22,2,1,1
7.984910697478756,16,64,38,0.21,1,1,1
8.154949398522515,21,64,41,0.21,1,1,1
8.219446439290055,22,47,42,0.23,2,1,0
7.820601403118203,2,41,37,0.21,2,1,1
7.846015016517374,11,57,50,0.19,3,1,1
7.663523116789467,8,39,45,0.19,2,1,1
7.673603309985718,21,43,48,0.21,3,1,0
7.993814764267374,19,60,48,0.21,2,1,1
7.584087132915781,22,46,37,0.15,2,1,0
7.989660338531406,5,53,45,0.21,2,1,1
7.864489766141586,5,48,47,0.23,1,1,1
7.763149600907078,8,54,49,0.22,3,1,1
7.9770312446075735,18,52,48,0.21,2,1,1
8.153588930169505,8,60,40,0.23,1,1,1
7.818609085189928,8,48,47,0.22,2,1,1
7.810969141600339,14,46,49,0.2,3,1,1
8.151659771373405,15,60,48,0.22,2,1,1
7.8080263466754944,9,43,36,0.23,1,1,0
8.224757826139006,18,65,46,0.21,2,0,1
7.578386037777778,17,43,35,0.19,1,1,0
7.799182347317093,14,51,50,0.22,2,1,1
8.217678134188294,9,64,40,0.22,1,1,1
7.86257225397785,18,51,38,0.2,2,1,1
7.685660352996344,15,37,45,0.22,2,1,1
7.664289944194267,21,45,51,0.2,3,1,0
8.251304300548039,15,61,41,0.24,1,1,1
7.50973899273514,21,30,43,0.19,3,1,0
7.8231764032822575,21,60,45,0.22,2,1,1
7.6437700846965075,4,42,47,0.18,3,1,1
7.945607126154467,9,54,41,0.19,2,1,0
8.202648810040516,19,56,39,0.21,2,1,1
7.891972810395391,17,51,46,0.21,2,1,1
8.10624574373835,6,51,46,0.2,3,1,1
7.958579181192375,6,47,51,0.2,3,1,1
7.613141714624418,3,53,36,0.16,2,1,0
7.795892521326694,5,42,35,0.2,1,1,0
7.716875718360542,5,62,43,0.17,2,1,0
8.101744808905194,8,54,44,0.23,2,1,1
8.065962257970199,1,64,49,0.23,3,1,0
8.095567084943843,17,71,49,0.2,3,0,1
8.284944372784874,9,62,40,0.2,2,1,1
7.7208144574394915,2,49,37,0.22,2,1,1
8.002219868128073,16,64,48,0.24,2,1,1
7.909564473312559,3,45,48,0.18,3,1,1
7.7718332426736145,9,45,42,0.21,2,1,1
8.177519970300775,6,57,42,0.2,3,1,1
8.041843521419004,9,55,41,0.2,2,1,1
7.65300449907719,5,42,41,0.17,2,1,0
7.677155655547815,17,50,46,0.21,3,1,1
7.665659737630833,6,36,49,0.22,2,1,1
8.041088505006737,17,65,45,0.22,2,1,1
7.945834786735331,15,55,32,0.22,1,1,1
7.555734320989175,9,33,42,0.22,1,1,1
8.254011102305533,6,58,39,0.2,3,1,1
8.144082293560814,14,63,40,0.23,1,1,0
8.267015934964176,1,75,41,0.22,1,1,1
7.688714817438239,18,34,38,0.2,2,1,1
7.8777461610991875,2,44,42,0.19,2,1,1
7.997334534695503,16,54,43,0.21,2,1,1
7.746633686050024,1,39,43,0.22,2,1,1
8.042090782372544,1,53,42,0.2,2,1,1
7.775893375142232,19,41,36,0.22,1,1,1
8.129692960115168,8,70,47,0.21,2,1,0
8.239503447990627,4,62,49,0.22,2,1,1
7.974706599723168,9,51,48,0.2,3,1,1
7.7225384632995855,21,48,51,0.21,3,1,1
7.878473755641578,17,49,43,0.2,2,1,1
8.032012960130835,8,58,41,0.22,1,1,1
7.961257674819829,19,57,45,0.2,2,1,1
7.679059751236777,15,52,44,0.21,2,1,1
8.112112059905675,17,53,45,0.21,2,1,0
8.051210889649107,5,68,47,0.21,2,1,1
7.875168119365366,2,60,49,0.2,3,0,1
8.015067204561046,6,50,46,0.24,1,1,1
7.751530543888048,17,41,43,0.2,3,1,1
8.051886163235205,5,68,39,0.21,1,1,0
8.182497879519405,19,88,46,0.23,1,1,1
7.769774547842797,9,49,47,0.25,2,1,1
8.0019072419536,8,61,42,0.22,1,1,1
7.696706596661787,9,38,49,0.2,3,1,1
7.969046754867095,17,53,42,0.19,3,1,1
7.607290730937415,16,45,47,0.19,3,1,1
7.782949018284341,17,53,48,0.2,3,1,1
7.6445746356438935,3,34,42,0.24,2,1,1
7.660290770441826,9,37,46,0.21,2,1,1
7.818428371946783,5,42,42,0.21,1,1,1
8.0341659380777,8,49,41,0.23,1,1,1
7.554309860771971,9,46,45,0.2,3,1,1
7.958673113685777,9,66,50,0.23,2,1,1
8.122160298998056,6,59,42,0.18,3,1,1
7.906368851292124,16,52,48,0.21,2,1,1
7.998758120429148,9,53,42,0.22,1,1,1
7.821958143955313,18,37,40,0.24,1,1,1
7.940162363898482,17,62,40,0.22,1,1,1
7.911556881350501,9,49,42,0.2,2,1,1
7.7918804005438425,9,42,44,0.18,3,1,1
7.80114852040257,6,45,47,0.23,2,1,1
8.105179440942559,11,56,39,0.22,1,1,1
8.35926826774702,13,75,40,0.23,1,1,1
7.779105915095071,19,71,45,0.21,2,1,1
8.036264497310459,14,60,45,0.2,2,1,1
7.839367351144274,5,63,35,0.18,1,1,0
7.9290151030235725,21,52,46,0.2,3,1,1
7.855909616067681,1,56,41,0.21,2,1,1
7.9827492634806205,2,60,45,0.21,3,1,1
7.855703808404882,2,43,47,0.22,2,1,1
7.878275501848344,3,50,42,0.21,2,1,1
8.168444216859234,17,58,41,0.22,1,1,1
8.176680126149114,4,61,41,0.16,3,1,1
8.21034733585419,1,69,39,0.2,1,1,1
7.901958720426195,20,57,42,0.2,2,1,1
8.720068135319355,3,83,41,0.24,1,1,1
7.848576436541843,21,51,50,0.19,3,1,1
8.330440588536245,6,60,41,0.2,3,1,1
8.283088645158038,3,54,35,0.22,2,1,1
7.762859339612443,9,48,51,0.22,3,1,1
7.660955522497994,16,38,44,0.21,2,1,1
8.010882041422416,1,52,45,0.23,2,1,1
7.81549141453509,14,54,48,0.21,2,1,1
8.050369740382383,8,53,43,0.21,2,1,1
7.6650045375013125,2,62,37,0.19,1,1,0
7.644262536867614,21,50,45,0.22,2,1,1
8.230427838848096,8,58,41,0.2,2,1,1
8.046533669808202,21,64,42,0.2,2,1,1
8.026427470263794,13,48,39,0.24,1,1,0
7.733857625488943,6,41,45,0.2,2,1,1
7.9204521452580146,14,44,45,0.21,2,1,0
7.88733172312841,12,46,42,0.2,2,1,1
8.062895087886561,6,58,42,0.24,2,1,0
7.872001008506186,2,67,48,0.22,2,1,1
8.053373881974704,6,67,46,0.24,2,1,1
7.64787816807092,8,51,45,0.19,3,1,1
7.857828599051664,4,77,44,0.2,3,1,1
8.09030499094843,16,54,41,0.22,2,1,1
8.019844207366582,1,60,44,0.22,2,1,1
7.950735721951311,21,60,49,0.2,3,1,1
8.199133526555316,11,64,36,0.21,1,1,1
7.746278852897418,21,50,36,0.21,1,1,1
8.59668478707886,1,77,39,0.23,2,1,1
8.653383549765103,17,84,45,0.24,1,1,1
8.070214509412802,14,71,51,0.22,2,1,1
7.802467697684282,2,42,46,0.23,2,1,1
7.884942555642467,19,47,43,0.22,1,1,1
7.410044474262059,2,25,47,0.21,2,1,0
8.201482530530074,2,74,44,0.22,1,1,1
7.714611052709988,8,51,48,0.2,3,1,1
7.859995540740017,17,53,50,0.2,3,1,1
7.992762613621184,9,51,47,0.23,2,1,1
7.82000034640943,6,41,37,0.21,2,1,1
7.823850797439773,19,50,50,0.22,2,1,1
8.097198170780977,6,70,42,0.21,2,1,1
7.957694271673943,17,49,41,0.22,1,1,1
8.094962776698065,17,44,39,0.19,1,0,0
7.610622535029713,8,34,41,0.2,3,1,1
7.692389371540812,21,38,43,0.2,2,1,1
7.883841200616359,8,53,43,0.2,2,0,1
7.968061261412759,24,56,43,0.21,2,0,1
7.653273068328566,13,52,46,0.19,3,1,0
7.898727527097942,15,48,49,0.22,2,1,1
6.901111747157371,17,16,41,0.21,2,1,1
7.979783934106185,17,69,49,0.22,3,1,0
7.923413146920455,19,62,38,0.2,2,1,0
7.7132069587604315,1,45,46,0.22,2,1,1
8.178370854699324,15,61,34,0.22,1,1,1
7.646757583105688,9,37,46,0.21,2,1,0
8.398418192277967,1,65,45,0.27,1,1,1
7.739167205603664,16,44,48,0.22,2,1,1
7.831535675442454,5,52,40,0.2,2,1,0
7.894064476852723,21,42,41,0.22,1,1,0
7.735829879140503,14,47,41,0.2,2,1,1
7.838920108242303,4,41,47,0.22,2,1,0
7.836498968188778,15,49,50,0.2,3,1,1
7.699911630163053,21,41,54,0.22,3,1,1
7.850473593075831,18,42,44,0.24,2,1,1
8.354871395204995,6,61,39,0.21,2,1,1
8.434302275353492,6,68,43,0.2,3,1,1
7.823448900616561,9,54,40,0.22,1,1,1
7.986351220649718,16,59,48,0.21,2,1,1
8.145511745536705,16,66,47,0.21,2,1,1
8.060317041573123,16,64,39,0.22,1,1,1
7.785714956486282,14,47,51,0.22,2,1,1
8.111807337120569,18,47,43,0.22,3,1,1
7.679659185883924,16,39,41,0.17,3,1,1
7.930661950118738,16,59,39,0.19,2,1,0
8.127541929704538,9,71,43,0.21,2,1,1
7.701506151815207,16,45,47,0.2,3,1,1
7.971411074550097,3,62,40,0.2,2,1,1
8.036200186833673,14,57,40,0.21,1,1,1
7.860735635985211,9,47,39,0.24,1,1,1
7.8905109350889395,9,44,41,0.21,2,1,1
8.298446196958732,2,68,39,0.23,1,1,1
8.090700341188617,18,63,42,0.22,1,0,1
8.138728572658529,15,75,44,0.25,1,1,1
7.696311131773224,2,51,50,0.23,3,1,1
8.023761007678456,16,56,42,0.22,1,1,1
7.711683717536733,13,51,43,0.18,2,1,0
7.989988256886731,21,58,44,0.21,2,1,1
7.707398049642529,9,41,47,0.19,3,1,1
7.6685648935458,11,39,41,0.22,1,1,1
8.031499098082344,14,69,44,0.2,2,1,0
7.547592584084091,6,32,47,0.2,3,1,1
7.886136906899287,16,57,48,0.21,2,1,1
7.96740964082718,19,56,53,0.2,3,1,1
7.823920776136241,2,56,44,0.18,3,1,1
7.771660626001638,9,56,36,0.19,1,1,0
7.654330463393789,21,65,51,0.22,3,1,1
7.843741144064862,8,41,47,0.19,3,1,0
7.799268599930915,2,40,39,0.2,2,1,1
7.817604658395986,15,43,40,0.22,2,1,1
8.020218870352348,17,78,48,0.22,2,1,1
7.929262988523417,9,55,43,0.22,1,1,1
7.89323948111651,4,64,42,0.22,1,1,1
7.637740855191702,19,55,43,0.22,1,1,1
8.165295318813175,24,59,46,0.23,1,0,1
7.999390874911361,9,63,39,0.21,1,1,1
8.112644247322573,15,60,46,0.21,2,1,1
7.777738297773685,17,55,49,0.2,3,1,1
7.688992599662103,11,41,46,0.22,2,1,1
7.434227990568647,2,28,46,0.23,2,1,1
7.715929513900873,8,45,50,0.2,3,1,1
7.804263659439058,21,56,46,0.19,3,1,1
7.9606585446206335,12,54,37,0.22,1,1,1
7.630102732720843,21,35,46,0.21,2,1,1
7.745876502242591,19,40,47,0.22,2,1,1
7.659013351846237,21,36,34,0.22,1,1,0
7.930524081359912,6,59,49,0.2,3,1,1
8.24008335290982,15,58,37,0.24,1,1,1
7.9850961172925885,6,52,37,0.22,1,1,1
7.702789057162581,8,38,41,0.22,2,1,1
7.804270885030846,17,44,37,0.22,2,1,1
7.871700256257225,2,59,51,0.21,3,1,1
7.826535935893097,9,56,47,0.18,3,1,0
8.269834694175776,5,91,45,0.22,2,1,0
8.017268857883376,15,55,45,0.24,2,1,1
7.876824204090128,6,46,46,0.22,2,1,1
7.573752589771376,17,53,50,0.21,3,1,1
7.6403426242372,21,40,48,0.22,2,1,1
7.593950535342814,16,36,53,0.19,3,0,1
8.313944363570325,11,51,37,0.23,1,1,1
8.15046940084743,9,72,42,0.2,2,1,1
7.640352832298827,14,53,47,0.22,2,1,1
7.70158845514984,8,41,47,0.21,3,1,1
8.271941927236197,22,73,42,0.2,2,1,0
7.928045715852656,8,51,44,0.21,2,0,1
8.339062485424188,11,61,42,0.26,1,1,1
8.072803346256782,9,47,45,0.22,2,1,0
8.075714354440192,3,47,38,0.21,2,1,1
7.809972665578137,19,53,45,0.18,3,1,1
8.168660240318943,15,60,43,0.21,2,1,1
7.766964148252863,21,45,36,0.18,2,1,0
7.929575352064934,14,64,42,0.2,2,1,1
7.801642392725632,5,49,41,0.2,2,1,0
8.027482274038118,1,51,44,0.24,2,1,1
8.155064410742646,19,56,47,0.21,2,1,1
7.649755735749733,17,41,47,0.22,2,1,1
8.07478005227632,8,61,34,0.21,1,1,0
8.00918633219758,4,60,45,0.22,1,1,1
7.6876042911609055,17,37,40,0.22,1,1,1
8.355739759166598,11,88,36,0.21,1,1,1
7.525999848259627,16,32,43,0.21,2,1,1
8.258315267423837,9,67,39,0.2,2,1,1
8.049679725344518,9,47,35,0.2,1,1,1
7.942871745489572,8,45,37,0.25,1,1,1
7.6952360350427185,21,40,54,0.22,3,1,1
7.663122244109189,15,38,46,0.2,2,1,1
8.457172705976964,3,60,37,0.25,1,1,1
8.010083534344016,1,55,39,0.22,1,1,1
8.336529228607981,21,71,44,0.2,2,1,1
7.824497697117861,4,45,45,0.2,2,1,0
7.961637914208129,3,56,49,0.21,2,0,1
8.176064905084118,1,62,44,0.22,1,1,1
7.80287362943205,18,48,53,0.2,3,0,1
8.39799232746921,2,72,42,0.21,2,1,1
7.69627478415124,5,46,48,0.18,3,1,1
7.884830204158236,17,60,39,0.21,1,1,1
8.102583589975294,3,62,42,0.2,2,1,1
7.64991852864821,22,39,43,0.22,1,1,1
7.695004393629889,14,50,43,0.2,2,1,0
8.119718259180612,21,63,39,0.21,2,1,1
7.948654759729394,21,56,50,0.23,2,1,1
8.05439649201875,16,58,38,0.23,1,1,0
7.96234301681258,1,51,47,0.21,3,1,1
7.701055237231605,8,38,47,0.2,3,1,1
7.979650160845627,19,62,45,0.21,2,1,1
7.771031398494127,19,68,46,0.19,3,1,1
7.584316359967838,14,41,47,0.16,3,1,1
7.58661837213727,17,41,51,0.21,3,1,1
8.14449080985725,9,62,40,0.2,1,0,0
7.549576653111009,8,32,41,0.21,3,1,1
7.639390553044851,24,34,38,0.21,1,1,1
7.972620575026731,3,56,47,0.2,2,1,1
8.020310049626826,9,54,36,0.21,1,1,1
7.924212270179952,4,51,46,0.2,2,1,0
7.867262056985896,15,49,44,0.22,1,1,1
8.261676855795937,8,64,41,0.23,1,1,1
8.341913072941813,21,76,48,0.21,2,1,1
8.133838323191911,11,56,38,0.19,1,1,1
7.760519650588107,9,50,47,0.21,2,1,1
7.962196365617253,17,56,43,0.25,1,1,1
8.056523216903269,4,60,48,0.21,2,1,1
7.915646307922193,11,53,44,0.18,3,1,1
7.8877915343593505,6,46,44,0.2,3,1,1
8.208048109396257,17,64,41,0.2,3,1,1
7.7879567853736065,4,51,44,0.17,3,1,0
7.744985357198145,21,43,47,0.21,2,1,0
7.661138553160181,17,40,46,0.21,2,1,1
7.613703665745589,9,34,42,0.2,2,1,1
7.830053146517749,17,51,46,0.2,2,1,1
8.037034652426662,1,65,38,0.22,1,1,1
7.607033007016226,5,43,48,0.22,2,1,1
7.710698896493472,19,49,49,0.22,3,1,1
7.832563810000541,2,46,48,0.18,3,1,1
8.029336848230946,3,67,44,0.2,2,1,1
7.869106905977651,1,39,40,0.2,3,1,1
7.9851790769945605,6,50,38,0.24,1,1,1
7.760923470101367,15,43,47,0.22,2,0,1
8.117447850521005,1,60,43,0.21,2,1,1
7.902789962769173,5,46,47,0.24,1,1,0
8.059780497551602,19,83,42,0.2,2,1,0
7.8854274014925725,11,52,44,0.21,2,1,1
8.010074615317436,16,62,49,0.17,3,1,1
8.021093900465527,17,56,45,0.19,3,1,1
7.633114614902345,8,45,52,0.2,3,1,1
7.826642915863831,8,54,47,0.21,3,1,1
8.27250798903976,3,53,39,0.24,1,1,1
7.801559217879796,3,40,41,0.21,2,1,1
8.260971275429661,2,65,42,0.21,2,1,1
7.937893779290156,16,53,45,0.22,2,1,1
7.611786743715354,8,34,41,0.21,2,1,1
7.639639473249337,21,51,42,0.21,2,1,1
7.887418525900377,16,53,43,0.2,3,1,1
7.779569554771762,11,44,49,0.2,3,1,1
7.858001476403508,9,47,45,0.18,3,1,1
7.99534066155767,19,49,42,0.21,2,1,1
8.191268669450821,2,59,40,0.21,2,1,1
7.89569789071934,4,64,42,0.22,2,1,1
7.999398609286618,9,48,42,0.21,2,1,1
8.09839425680867,3,66,43,0.2,2,1,1
7.70055549166148,17,56,44,0.2,3,1,1
7.678433267939896,15,47,49,0.2,3,1,1
7.575141908797498,4,43,37,0.18,2,1,0
8.182662271172228,6,63,40,0.24,1,1,1
7.988477877012851,2,64,49,0.21,3,1,1
7.940606033838158,6,48,42,0.2,3,1,1
7.767597096187755,8,43,43,0.22,2,1,1
7.852538064881382,9,47,43,0.22,1,0,1
8.018128232520189,6,59,48,0.21,3,1,1
7.7535084598400426,19,41,40,0.21,2,1,1
8.103214684186446,16,60,43,0.23,1,1,1
8.117855175141475,2,59,44,0.22,2,1,1
7.681845675324798,4,46,37,0.21,1,1,0
8.103055324203673,1,61,42,0.21,1,1,1
7.527359183975415,8,31,46,0.24,2,1,1
7.4977353515894345,17,29,45,0.26,1,1,1
7.75029504514125,22,46,41,0.22,1,1,1
7.847319878560275,5,42,44,0.19,3,1,0
8.912751886326797,6,96,40,0.23,1,1,1
8.019143010326617,16,51,39,0.2,2,1,1
7.809891330127283,4,43,35,0.22,1,1,1
7.946126731675761,24,43,41,0.19,3,1,1
7.551632043631757,13,31,38,0.23,1,1,0
7.5790936324095926,2,34,46,0.2,3,1,1
7.9239684560173735,3,43,43,0.23,2,1,1
8.00582400704406,5,79,40,0.22,1,1,0
7.836561277661777,17,48,42,0.19,3,1,1
7.758868109364701,13,42,41,0.22,1,1,1
7.724206130478015,14,55,43,0.2,2,1,1
7.937912288740222,17,48,44,0.22,2,1,1
7.696282658141815,13,55,41,0.17,2,1,0
7.730831144612608,22,58,40,0.19,2,1,0
